Card Name,Set Name,Set Code,Card Number,Quantity
Certain Death,Unknown,SIR,102,1
Noosegraf Mob,Unknown,SIR,126,1
Stromkirk Condemned,Unknown,SIR,134,1
Voldaren Pariah // Abolisher of Bloodlines,Unknown,SIR,138,1
Alchemist's Greeting,Unknown,SIR,140,1
Lightning Axe,Unknown,SIR,166,1
Stensia Masquerade,Unknown,SIR,178,1
Confront the Unknown,Unknown,SIR,190,1
Shrill Howler // Howling Chorus,Unknown,SIR,214,1
Drogskol Shieldmate,Unknown,SIR,26,1
True-Faith Censer,Unknown,SIR,262,1
Plains,Unknown,SIR,277,1
Plains,Unknown,SIR,278,1
Plains,Unknown,SIR,279,1
Island,Unknown,SIR,280,1
Island,Unknown,SIR,281,1
Island,Unknown,SIR,282,1
Swamp,Unknown,SIR,283,1
Swamp,Unknown,SIR,284,1
Swamp,Unknown,SIR,285,1
Mountain,Unknown,SIR,286,1
Mountain,Unknown,SIR,287,1
Mountain,Unknown,SIR,288,1
Forest,Unknown,SIR,289,1
Forest,Unknown,SIR,290,1
Forest,Unknown,SIR,291,1
Humble the Brute,Unknown,SIR,34,1
Convolute,Unknown,SIR,57,1
Drag Under,Unknown,SIR,62,1
Drunau Corpse Trawler,Unknown,SIR,64,1
Laboratory Brute,Unknown,SIR,79,2
Pieces of the Puzzle,Unknown,SIR,85,1
Forbidden Alchemy,Unknown,SIS,15,1
Brimstone Volley,Unknown,SIS,38,1
Doomed Traveler,Unknown,SIS,5,1
Extraction Specialist,Unknown,SNC,12,1
High-Rise Sawjack,Unknown,SNC,150,3
Topiary Stomper,Unknown,SNC,160,1
Inspiring Overseer,Unknown,SNC,18,3
Kill Shot,Unknown,SNC,19,2
Backup Agent,Unknown,SNC,2,3
Island,Unknown,SNC,264,1
Mountain,Unknown,SNC,268,1
Forest,Unknown,SNC,271,1
A-High-Rise Sawjack,Unknown,SNC,A-150,3
Zombify,Unknown,SOA,36,1
Monstrous Rage,Unknown,SOA,45,1
Pyretic Ritual,Unknown,SOA,46,1
Glimpse of Nature,Unknown,SOA,53,1
Royal Treatment,Unknown,SOA,56,1
Shared Roots,Unknown,SOA,58,1
One with Nothing,Unknown,SOK,84,4
Dig Site Inventory,Unknown,SOS,10,1
Ulna Alley Shopkeep,Unknown,SOS,103,1
Improvisation Capstone,Unknown,SOS,120,1
Tome Blast,Unknown,SOS,135,1
Unsubtle Mockery,Unknown,SOS,136,2
Efflorescence,Unknown,SOS,144,1
Hungry Graffalon,Unknown,SOS,151,1
Mindful Biomancer,Unknown,SOS,154,1
Shopkeeper's Bane,Unknown,SOS,159,1
Borrowed Knowledge,Unknown,SOS,178,1
Colorstorm Stallion,Unknown,SOS,180,1
Dina's Guidance,Unknown,SOS,184,1
Embrace the Paradox,Unknown,SOS,186,1
Fractal Mascot,Unknown,SOS,189,1
Proctor's Gaze,Unknown,SOS,213,1
Stadium Tidalmage,Unknown,SOS,232,1
Startled Relic Sloth,Unknown,SOS,233,1
Mage Tower Referee,Unknown,SOS,249,1
"Page, Loose Leaf",Unknown,SOS,250,1
Potioner's Trove,Unknown,SOS,251,1
Plains,Unknown,SOS,272,1
Plains,Unknown,SOS,273,1
Island,Unknown,SOS,274,1
Island,Unknown,SOS,275,1
Swamp,Unknown,SOS,276,1
Swamp,Unknown,SOS,277,1
Mountain,Unknown,SOS,278,1
Mountain,Unknown,SOS,279,1
Forest,Unknown,SOS,280,1
Forest,Unknown,SOS,281,1
Rehearsed Debater,Unknown,SOS,29,1
Stone Docent,Unknown,SOS,36,1
"Orysa, Tide Choreographer",Unknown,SOS,62,1
Quick Study,Unknown,SOS,65,1
Spellbook Seeker // Careful Study,Unknown,SOS,68,1
Textbook Tabulator,Unknown,SOS,70,1
Eternal Student,Unknown,SOS,82,1
Last Gasp,Unknown,SOS,86,1
Fire-Rim Form,Unknown,TDM,107,2
Meticulous Artisan,Unknown,TDM,112,1
Molten Exhale,Unknown,TDM,113,1
"Sarkhan, Dragon Ascendant",Unknown,TDM,118,1
Fortress Kin-Guard,Unknown,TDM,12,1
Summit Intimidator,Unknown,TDM,125,1
Twin Bolt,Unknown,TDM,128,1
Ainok Wayfarer,Unknown,TDM,134,1
Dragonbroods' Relic,Unknown,TDM,140,1
Sagu Pummeler,Unknown,TDM,156,1
Sagu Wildling // Roost Seek,Unknown,TDM,157,1
Sarkhan's Resolve,Unknown,TDM,158,1
Mardu Devotee,Unknown,TDM,16,1
Trade Route Envoy,Unknown,TDM,163,1
Awaken the Honored Dead,Unknown,TDM,170,1
Cori Mountain Stalwart,Unknown,TDM,175,1
Poised Practitioner,Unknown,TDM,18,1
Fangkeeper's Familiar,Unknown,TDM,183,1
Glacial Dragonhunt,Unknown,TDM,188,1
Gurmag Nightwatch,Unknown,TDM,190,1
Kheru Goldkeeper,Unknown,TDM,199,1
Rebellious Strike,Unknown,TDM,20,1
Kin-Tree Severance,Unknown,TDM,200,1
Reputable Merchant,Unknown,TDM,217,2
Smile at Death,Unknown,TDM,24,1
Watcher of the Wayside,Unknown,TDM,249,1
Plains,Unknown,TDM,277,1
Plains,Unknown,TDM,278,1
Island,Unknown,TDM,279,1
Island,Unknown,TDM,280,1
Swamp,Unknown,TDM,281,1
Swamp,Unknown,TDM,282,1
Mountain,Unknown,TDM,283,1
Mountain,Unknown,TDM,284,1
Forest,Unknown,TDM,285,1
Forest,Unknown,TDM,286,1
Bearer of Glory,Unknown,TDM,4,1
Highspire Bell-Ringer,Unknown,TDM,47,1
Sibsig Appraiser,Unknown,TDM,56,1
Caustic Exhale,Unknown,TDM,74,1
Delta Bloodflies,Unknown,TDM,77,1
Kin-Tree Nurturer,Unknown,TDM,83,1
Sandskitter Outrider,Unknown,TDM,89,1
Worthy Cost,Unknown,TDM,99,2
Avatar Enthusiasts,Unknown,TLA,11,1
Zuko's Conviction,Unknown,TLA,123,1
Boar-q-pine,Unknown,TLA,124,1
Compassionate Healer,Unknown,TLA,13,1
Cycle of Renewal,Unknown,TLA,170,1
Earthbender Ascension,Unknown,TLA,175,1
Earthen Ally,Unknown,TLA,177,1
Enter the Avatar State,Unknown,TLA,18,1
Raucous Audience,Unknown,TLA,190,2
Walltop Sentries,Unknown,TLA,202,1
Abandon Attachments,Unknown,TLA,205,1
Cat-Owl,Unknown,TLA,212,1
Dragonfly Swarm,Unknown,TLA,215,1
Messenger Hawk,Unknown,TLA,234,1
Plains,Unknown,TLA,282,1
Island,Unknown,TLA,283,1
Swamp,Unknown,TLA,284,1
Mountain,Unknown,TLA,285,1
Forest,Unknown,TLA,286,1
Razor Rings,Unknown,TLA,33,1
Ember Island Production,Unknown,TLA,48,1
Invasion Submersible,Unknown,TLA,57,1
It'll Quench Ya!,Unknown,TLA,58,1
Rowdy Snowballers,Unknown,TLA,68,1
Secret of Bloodbending,Unknown,TLA,69,1
Corrupt Court Official,Unknown,TLA,92,1
Rock Soldiers,Unknown,TMT,107,1
Cowabunga!,Unknown,TMT,113,1
The Last Ronin's Technique,Unknown,TMT,12,1
Primordial Pachyderm,Unknown,TMT,129,1
Tenderize,Unknown,TMT,133,1
EPF Point Squad,Unknown,TMT,145,1
Nobody,Unknown,TMT,161,1
"Pizza Face, Gastromancer",Unknown,TMT,163,1
Punk Frogs,Unknown,TMT,164,1
Putrid Pals,Unknown,TMT,165,1
Plains,Unknown,TMT,315,1
Island,Unknown,TMT,316,1
Swamp,Unknown,TMT,317,1
Mountain,Unknown,TMT,318,1
Forest,Unknown,TMT,319,1
Fugitive Droid,Unknown,TMT,40,1
"Kitsune, Dragon's Daughter",Unknown,TMT,41,1
Mind Transfer Protocol,Unknown,TMT,45,1
Utrom Scientists,Unknown,TMT,56,2
"Armaggon, Future Shark",Unknown,TMT,58,1
Dream Beavers,Unknown,TMT,62,1
Foot Mystic,Unknown,TMT,63,1
"Rat King, Verminister",Unknown,TMT,71,1
Squirrelanoids,Unknown,TMT,81,1
Null Group Biological Assets,Unknown,TMT,98,1
Card_101314,Unknown,Unknown,101314,1
Card_101315,Unknown,Unknown,101315,1
Card_101318,Unknown,Unknown,101318,1
Card_101322,Unknown,Unknown,101322,1
Card_101323,Unknown,Unknown,101323,1
Card_101332,Unknown,Unknown,101332,1
Card_101333,Unknown,Unknown,101333,1
Card_104128,Unknown,Unknown,104128,1
Card_104137,Unknown,Unknown,104137,2
Card_104139,Unknown,Unknown,104139,1
Card_104143,Unknown,Unknown,104143,1
Card_104145,Unknown,Unknown,104145,1
Card_104155,Unknown,Unknown,104155,1
Card_104156,Unknown,Unknown,104156,1
Card_58167,Unknown,Unknown,58167,1
Card_58447,Unknown,Unknown,58447,1
Card_58453,Unknown,Unknown,58453,1
Card_58455,Unknown,Unknown,58455,1
Card_82562,Unknown,Unknown,82562,1
Card_82647,Unknown,Unknown,82647,1
Card_84168,Unknown,Unknown,84168,1
Card_84172,Unknown,Unknown,84172,1
Card_84173,Unknown,Unknown,84173,1
Card_84174,Unknown,Unknown,84174,1
Card_84175,Unknown,Unknown,84175,1
Card_84177,Unknown,Unknown,84177,2
Card_84178,Unknown,Unknown,84178,1
Card_84182,Unknown,Unknown,84182,3
Card_84184,Unknown,Unknown,84184,1
Card_84188,Unknown,Unknown,84188,1
Card_84190,Unknown,Unknown,84190,1
Card_84191,Unknown,Unknown,84191,1
Card_84193,Unknown,Unknown,84193,1
Card_84195,Unknown,Unknown,84195,1
Card_84196,Unknown,Unknown,84196,2
Card_84198,Unknown,Unknown,84198,1
Card_84968,Unknown,Unknown,84968,2
Card_86461,Unknown,Unknown,86461,2
Card_86466,Unknown,Unknown,86466,1
Card_86468,Unknown,Unknown,86468,2
Card_86469,Unknown,Unknown,86469,2
Card_86470,Unknown,Unknown,86470,2
Card_86477,Unknown,Unknown,86477,1
Card_86482,Unknown,Unknown,86482,1
Card_86484,Unknown,Unknown,86484,1
Card_86485,Unknown,Unknown,86485,1
Card_86486,Unknown,Unknown,86486,1
Card_86487,Unknown,Unknown,86487,1
Card_90284,Unknown,Unknown,90284,1
Card_90293,Unknown,Unknown,90293,1
Card_90297,Unknown,Unknown,90297,1
Card_90299,Unknown,Unknown,90299,2
Card_90300,Unknown,Unknown,90300,1
Card_90302,Unknown,Unknown,90302,1
Card_90308,Unknown,Unknown,90308,1
Card_91497,Unknown,Unknown,91497,1
Card_91498,Unknown,Unknown,91498,2
Card_91499,Unknown,Unknown,91499,1
Card_91505,Unknown,Unknown,91505,1
Card_91510,Unknown,Unknown,91510,1
Card_91519,Unknown,Unknown,91519,1
Card_91520,Unknown,Unknown,91520,1
Card_94211,Unknown,Unknown,94211,1
Card_96354,Unknown,Unknown,96354,4
Card_96368,Unknown,Unknown,96368,1
Card_96374,Unknown,Unknown,96374,1
Card_96384,Unknown,Unknown,96384,2
Card_96385,Unknown,Unknown,96385,1
Card_96387,Unknown,Unknown,96387,1
Card_96394,Unknown,Unknown,96394,1
Card_96395,Unknown,Unknown,96395,1
Card_96397,Unknown,Unknown,96397,1
Card_96865,Unknown,Unknown,96865,1
Card_97040,Unknown,Unknown,97040,1
Card_97049,Unknown,Unknown,97049,1
Card_97055,Unknown,Unknown,97055,3
Card_97057,Unknown,Unknown,97057,1
Card_97062,Unknown,Unknown,97062,1
Card_97065,Unknown,Unknown,97065,1
Card_98800,Unknown,Unknown,98800,1
Card_98801,Unknown,Unknown,98801,2
Card_98810,Unknown,Unknown,98810,2
Card_98817,Unknown,Unknown,98817,1
Card_98823,Unknown,Unknown,98823,2
Abrade,Unknown,VOW,139,3
Ancestral Anger,Unknown,VOW,142,4
Creepy Puppeteer,Unknown,VOW,151,1
Voldaren Epicure,Unknown,VOW,182,4
Ascendant Packleader,Unknown,VOW,186,1
Flourishing Hunter,Unknown,VOW,199,2
Glorious Sunrise,Unknown,VOW,200,1
Spore Crawler,Unknown,VOW,222,3
Witch's Web,Unknown,VOW,227,3
Nebelgast Beguiler,Unknown,VOW,25,2
Plains,Unknown,VOW,398,1
Island,Unknown,VOW,399,1
Mountain,Unknown,VOW,401,1
Unholy Officiant,Unknown,VOW,41,2
Welcoming Vampire,Unknown,VOW,46,1
Consuming Tide,Unknown,VOW,53,1
Dreamshackle Geist,Unknown,VOW,58,1
Hullbreaker Horror,Unknown,VOW,63,1
Serpentine Ambush,Unknown,VOW,77,3
Wretched Throng,Unknown,VOW,91,4
A-Dreamshackle Geist,Unknown,VOW,A-58,1
Mintstrosity,Unknown,WOE,100,3
Not Dead After All,Unknown,WOE,101,1
Rankle's Prank,Unknown,WOE,102,1
Rat Out,Unknown,WOE,103,2
Scream Puff,Unknown,WOE,105,2
Stingblade Assassin,Unknown,WOE,109,1
Sugar Rush,Unknown,WOE,110,2
Sweettooth Witch,Unknown,WOE,111,3
Taken by Nightmares,Unknown,WOE,112,2
Virtue of Persistence // Locthwain Scorn,Unknown,WOE,115,1
Warehouse Tabby,Unknown,WOE,117,1
Wicked Visitor,Unknown,WOE,118,1
Eerie Interference,Unknown,WOE,12,1
Belligerent of the Ball,Unknown,WOE,120,1
Bellowing Bruiser // Beat a Path,Unknown,WOE,121,1
Bespoke Battlegarb,Unknown,WOE,122,1
Charming Scoundrel,Unknown,WOE,124,1
Cut In,Unknown,WOE,125,2
Edgewall Pack,Unknown,WOE,126,2
Embereth Veteran,Unknown,WOE,127,2
Flick a Coin,Unknown,WOE,128,2
Expel the Interlopers,Unknown,WOE,13,1
Frantic Firebolt,Unknown,WOE,130,2
"Goddric, Cloaked Reveler",Unknown,WOE,132,4
Grand Ball Guest,Unknown,WOE,134,1
Kindled Heroism,Unknown,WOE,138,1
Korvold and the Noble Thief,Unknown,WOE,139,1
Merry Bards,Unknown,WOE,140,1
Minecart Daredevil // Ride the Rails,Unknown,WOE,141,1
Monstrous Rage,Unknown,WOE,142,4
Ratcatcher Trainee // Pest Problem,Unknown,WOE,144,2
Realm-Scorcher Hellkite,Unknown,WOE,145,1
Redcap Thief,Unknown,WOE,147,1
Rotisserie Elemental,Unknown,WOE,148,1
Skewer Slinger,Unknown,WOE,149,2
Tattered Ratter,Unknown,WOE,152,2
Torch the Tower,Unknown,WOE,153,1
Two-Headed Hunter // Twice the Rage,Unknown,WOE,155,1
Glass Casket,Unknown,WOE,16,1
Beanstalk Wurm // Plant Beans,Unknown,WOE,161,2
Bestial Bloodline,Unknown,WOE,162,1
Brave the Wilds,Unknown,WOE,165,1
Commune with Nature,Unknown,WOE,166,2
Hopeful Vigil,Unknown,WOE,17,3
Ferocious Werefox // Guard Change,Unknown,WOE,170,1
Gruff Triplets,Unknown,WOE,172,1
Hollow Scavenger // Bakery Raid,Unknown,WOE,174,2
The Huntsman's Redemption,Unknown,WOE,176,1
Leaping Ambush,Unknown,WOE,177,2
Redtooth Genealogist,Unknown,WOE,179,1
Redtooth Vanguard,Unknown,WOE,180,1
Return from the Wilds,Unknown,WOE,181,2
Rootrider Faun,Unknown,WOE,182,3
Royal Treatment,Unknown,WOE,183,3
Spider Food,Unknown,WOE,186,2
Stormkeld Vanguard // Bear Down,Unknown,WOE,187,1
Territorial Witchstalker,Unknown,WOE,189,3
Titanic Growth,Unknown,WOE,191,2
Toadstool Admirer,Unknown,WOE,192,2
Tough Cookie,Unknown,WOE,193,1
Verdant Outrider,Unknown,WOE,196,1
Agatha of the Vile Cauldron,Unknown,WOE,199,1
Moment of Valor,Unknown,WOE,20,2
"Ash, Party Crasher",Unknown,WOE,201,1
Faunsbane Troll,Unknown,WOE,203,1
The Goose Mother,Unknown,WOE,204,1
"Greta, Sweettooth Scourge",Unknown,WOE,205,1
"Johann, Apprentice Sorcerer",Unknown,WOE,207,2
Moonshaker Cavalry,Unknown,WOE,21,1
"Obyra, Dreaming Duelist",Unknown,WOE,210,2
"Rowan, Scion of War",Unknown,WOE,211,1
Sharae of Numbing Depths,Unknown,WOE,213,1
"Talion, the Kindly Lord",Unknown,WOE,215,1
"Yenna, Redtooth Regent",Unknown,WOE,219,1
Plunge into Winter,Unknown,WOE,22,1
Callous Sell-Sword // Burn Together,Unknown,WOE,221,4
Decadent Dragon // Expensive Taste,Unknown,WOE,223,1
Gingerbread Hunter // Puny Snack,Unknown,WOE,227,1
Imodane's Recruiter // Train Troops,Unknown,WOE,229,4
Mosswood Dreadknight // Dread Whispers,Unknown,WOE,231,1
Picnic Ruiner // Stolen Goodies,Unknown,WOE,232,1
Scalding Viper // Steam Clean,Unknown,WOE,235,1
Spellscorn Coven // Take It Back,Unknown,WOE,237,2
Threadbind Clique // Rip the Seams,Unknown,WOE,239,2
Protective Parents,Unknown,WOE,24,1
Woodland Acolyte // Mend the Wilds,Unknown,WOE,241,1
Candy Trail,Unknown,WOE,243,1
Collector's Vault,Unknown,WOE,244,1
The Irencrag,Unknown,WOE,248,1
"Syr Ginger, the Meal Ender",Unknown,WOE,252,1
Crystal Grotto,Unknown,WOE,254,2
Evolving Wilds,Unknown,WOE,256,1
Restless Bivouac,Unknown,WOE,257,1
Restless Fortress,Unknown,WOE,259,1
Return Triumphant,Unknown,WOE,26,1
Plains,Unknown,WOE,267,1
Plains,Unknown,WOE,268,1
Island,Unknown,WOE,269,1
Island,Unknown,WOE,270,1
Swamp,Unknown,WOE,271,1
Swamp,Unknown,WOE,272,1
Mountain,Unknown,WOE,273,1
Mountain,Unknown,WOE,274,1
Forest,Unknown,WOE,275,1
Forest,Unknown,WOE,276,1
Armory Mice,Unknown,WOE,3,2
Faerie Slumber Party,Unknown,WOE,311,1
Experimental Confectioner,Unknown,WOE,314,2
Stockpiling Celebrant,Unknown,WOE,32,2
Provisions Merchant,Unknown,WOE,321,2
Wildwood Mentor,Unknown,WOE,322,1
Tuinvale Guide,Unknown,WOE,36,1
Aquatic Alchemist // Bubble Up,Unknown,WOE,40,2
Asinine Antics,Unknown,WOE,42,1
Chancellor of Tales,Unknown,WOE,45,1
Diminisher Witch,Unknown,WOE,46,1
Extraordinary Journey,Unknown,WOE,48,1
Freeze in Place,Unknown,WOE,50,2
Gadwick's First Duel,Unknown,WOE,51,1
Johann's Stopgap,Unknown,WOE,58,1
Living Lectern,Unknown,WOE,59,1
Charmed Clothier,Unknown,WOE,6,1
Mocking Sprite,Unknown,WOE,62,3
Obyra's Attendants // Desperate Parry,Unknown,WOE,63,1
Picklock Prankster // Free the Fae,Unknown,WOE,64,2
Quick Study,Unknown,WOE,65,3
Sleep-Cursed Faerie,Unknown,WOE,66,1
Sleight of Hand,Unknown,WOE,67,3
Snaremaster Sprite,Unknown,WOE,68,2
Spell Stutter,Unknown,WOE,69,2
Stormkeld Prowler,Unknown,WOE,71,2
Talion's Messenger,Unknown,WOE,73,1
Tenacious Tomeseeker,Unknown,WOE,74,1
Vantress Transmuter // Croaking Curse,Unknown,WOE,75,1
"Ashiok, Wicked Manipulator",Unknown,WOE,78,1
Ashiok's Reaper,Unknown,WOE,79,1
Cooped Up,Unknown,WOE,8,2
Back for Seconds,Unknown,WOE,80,1
Barrow Naughty,Unknown,WOE,81,2
Eriette's Whisper,Unknown,WOE,88,2
Faerie Dreamthief,Unknown,WOE,89,1
Faerie Fencing,Unknown,WOE,90,2
Feed the Cauldron,Unknown,WOE,91,2
Fell Horseman // Deathly Ride,Unknown,WOE,92,2
Gumdrop Poisoner // Tempt with Treats,Unknown,WOE,93,1
Lich-Knights' Conquest,Unknown,WOE,96,1
Lord Skitter's Butcher,Unknown,WOE,99,2
Forced Fruition,Unknown,WOT,18,1
Dawn of Hope,Unknown,WOT,2,1
Hatching Plans,Unknown,WOT,20,1
Dark Tutelage,Unknown,WOT,28,2
Grasp of Fate,Unknown,WOT,3,2
Oppression,Unknown,WOT,32,1
Sanguine Bond,Unknown,WOT,35,1
Vampiric Rites,Unknown,WOT,37,1
Dragon Mantle,Unknown,WOT,41,2
Impact Tremors,Unknown,WOT,44,1
Griffin Aerie,Unknown,WOT,5,1
Intangible Virtue,Unknown,WOT,6,2
Utopia Sprawl,Unknown,WOT,63,1
Knightly Valor,Unknown,WOT,8,1
Lightning Strike,Unknown,XLN,149,1
Brave Meadowguard,Unknown,YBLB,13,1
Cottontail Caretaker,Unknown,YBLB,2,1
Ace Flockbringer,Unknown,YBLB,20,1
Dazzling Flameweaver,Unknown,YBLB,23,1
Sandcloud Harbinger,Unknown,YBLB,3,1
Pool Resources,Unknown,YBLB,6,1
Shellfish Scholar,Unknown,YBLB,7,1
Benalish Knight-Counselor,Unknown,YDMU,1,2
"Reezug, the Bonecobbler",Unknown,YDMU,10,1
Ghitu Embercoiler,Unknown,YDMU,12,1
Marwyn's Kindred,Unknown,YDMU,16,1
Vesuvan Mist,Unknown,YDMU,7,2
Diminished Returner,Unknown,YDMU,9,2
Replicating Terror,Unknown,YDSK,10,1
Anguished Recollection,Unknown,YDSK,12,1
Harrowing Swarm,Unknown,YDSK,16,2
Fear of Change,Unknown,YDSK,21,1
Mischievous Lookout,Unknown,YDSK,25,1
Wingbright Thief,Unknown,YDSK,29,1
Mothlight Processionist,Unknown,YDSK,3,1
Glimmer Hoarder,Unknown,YDSK,8,1
Scrutiny of the Guildpact,Unknown,YMKM,1,1
Lurking Spinecrawler,Unknown,YMKM,10,1
Case of the Market Melee,Unknown,YMKM,13,1
Relics of the Rubblebelt,Unknown,YMKM,19,1
Sproutwatch Dryad,Unknown,YMKM,20,1
Mapping the Maze,Unknown,YMKM,7,1
"Cerise, Slayer of Fear",Unknown,YWOE,1,1
Victory of the Pyrohammer,Unknown,YWOE,12,1
First Little Pig,Unknown,YWOE,18,2
Porcine Portent // Lend a Ham,Unknown,YWOE,23,1
Second Little Pig,Unknown,YWOE,24,2
Syr Joshua and Syr Saxon,Unknown,YWOE,27,1
Third Little Pig,Unknown,YWOE,28,1
Paths of Tuinvale,Unknown,YWOE,4,1
Dunbarrow Revivalist,Unknown,YWOE,7,1
Draconic Debut,Unknown,YWOE,9,1
